,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
446,2022-03-23,50.0,37.9,62.1,0.02,,342.0,4.3,,1020.9,
447,2022-03-24,46.2,34.0,55.0,0.0,,333.0,3.0,,1023.0,
448,2022-03-25,46.6,35.1,60.1,0.0,,348.0,2.1,,1017.8,
449,2022-03-26,49.5,39.0,63.0,0.0,,25.0,2.9,,1014.4,
450,2022-03-27,53.8,41.0,69.1,0.0,,351.0,1.0,,1006.1,
451,2022-03-28,54.5,42.1,66.0,0.0,,330.0,3.9,,1004.3,
452,2022-03-29,53.2,42.1,63.0,0.0,,340.0,3.3,,1012.3,
453,2022-03-30,48.7,42.1,57.9,0.0,,234.0,12.1,,1014.7,
454,2022-03-31,43.5,34.0,54.0,0.0,,238.0,7.5,,1017.0,
455,2022-04-01,43.2,32.0,54.0,0.0,,258.0,5.2,,1017.8,
456,2022-04-02,46.6,37.9,55.9,0.071,,284.0,7.1,,1017.1,
457,2022-04-03,45.1,32.0,57.0,0.0,,318.0,7.0,,1014.9,
458,2022-04-04,46.2,37.9,53.1,0.394,,228.0,18.4,,1000.1,
459,2022-04-05,42.1,33.1,53.6,0.0,,236.0,14.1,,1018.3,
460,2022-04-06,41.2,28.9,54.0,0.0,,8.0,3.5,,1033.2,
461,2022-04-07,48.0,30.9,66.9,0.0,,30.0,2.8,,1029.5,
462,2022-04-08,48.9,41.0,57.9,0.039,,271.0,10.9,,1016.1,
463,2022-04-09,41.0,33.1,50.0,0.0,,231.0,11.4,,1017.8,
464,2022-04-10,35.4,28.9,44.1,0.0,,260.0,5.4,,1013.4,
465,2022-04-11,35.2,28.0,41.0,0.008,,37.0,10.7,,1002.3,
466,2022-04-12,36.7,32.0,43.0,0.0,,54.0,10.6,,1014.1,
467,2022-04-13,37.6,28.9,46.9,0.0,,65.0,11.4,,1017.4,
468,2022-04-14,36.9,32.0,42.1,0.063,,58.0,7.4,,1012.5,
469,2022-04-15,35.2,30.0,43.0,0.134,,100.0,5.7,,1017.9,
470,2022-04-16,36.9,27.0,46.9,0.004,,10.0,4.4,,1013.0,
471,2022-04-17,39.6,33.1,48.9,0.024,,197.0,7.3,,1024.2,
472,2022-04-18,46.6,35.1,57.9,0.051,,100.0,6.5,,1011.5,
473,2022-04-19,44.8,35.1,53.1,0.161,,235.0,11.8,,1007.6,
474,2022-04-20,47.5,37.9,55.9,0.02,,139.0,6.1,,1009.6,
475,2022-04-21,46.9,39.9,55.0,0.185,,283.0,4.3,,1007.4,
476,2022-04-22,44.8,33.1,59.0,0.031,,345.0,2.4,,1015.3,
477,2022-04-23,47.7,34.0,62.1,0.0,,334.0,3.4,,1022.6,
478,2022-04-24,50.4,35.1,64.9,0.0,,37.0,2.8,,1022.7,
479,2022-04-25,53.8,39.0,64.9,0.012,,273.0,5.0,,1016.2,
480,2022-04-26,49.3,45.0,55.9,0.193,,216.0,10.3,,1013.8,
481,2022-04-27,45.1,34.0,54.0,0.0,,250.0,6.7,,1016.8,
482,2022-04-28,46.0,32.0,57.0,0.0,,349.0,2.9,,1014.3,
483,2022-04-29,49.1,42.1,57.9,0.0,,202.0,8.0,,1019.9,
484,2022-04-30,47.3,39.0,54.0,0.13,,43.0,5.2,,1016.0,
485,2022-05-01,52.9,46.0,61.0,0.0,,339.0,2.8,,1015.4,
486,2022-05-02,49.1,39.9,61.0,0.0,,331.0,6.0,,1008.8,
487,2022-05-03,53.8,46.0,66.9,0.0,,226.0,8.1,,1017.1,
488,2022-05-04,59.2,45.0,73.0,0.0,,60.0,4.5,,1015.4,
489,2022-05-05,54.0,50.0,55.9,0.547,,296.0,7.4,,1005.8,
490,2022-05-06,50.5,45.0,57.0,0.398,,218.0,7.0,,1005.0,
491,2022-05-07,48.7,45.0,55.0,0.122,,237.0,11.3,,1004.1,
492,2022-05-08,43.5,37.0,53.1,0.0,,213.0,8.5,,1004.8,
493,2022-05-09,42.8,36.0,53.1,0.012,,301.0,6.7,,1008.5,
494,2022-05-10,48.2,39.0,59.0,0.0,,228.0,7.3,,1018.0,
495,2022-05-11,49.3,37.0,61.0,0.0,,348.0,2.4,,1020.4,
496,2022-05-12,48.4,39.0,60.1,0.185,,209.0,5.9,,1018.6,
497,2022-05-13,46.4,37.0,54.0,0.0,,215.0,10.9,,1020.4,
498,2022-05-14,47.5,42.1,55.0,0.0,,40.0,3.3,,1020.2,
499,2022-05-15,56.8,43.0,69.1,0.0,,39.0,4.0,,1016.5,
500,2022-05-16,59.0,50.0,66.9,0.0,,232.0,9.1,,1014.6,
501,2022-05-17,52.9,42.1,62.1,0.0,,265.0,6.7,,1020.5,
502,2022-05-18,53.4,46.9,61.0,0.091,,243.0,12.3,,1014.1,
503,2022-05-19,48.2,39.0,55.9,0.0,,269.0,8.3,,1014.2,
504,2022-05-20,47.3,37.9,57.9,0.11,,352.0,4.5,,1020.0,
505,2022-05-21,48.0,39.9,60.1,0.118,,16.0,4.1,,1022.3,
506,2022-05-22,53.4,37.9,66.9,0.0,,336.0,2.9,,1022.5,
507,2022-05-23,55.2,43.0,66.0,0.22,,327.0,5.2,,1018.6,
508,2022-05-24,55.4,46.0,64.9,0.0,,331.0,3.4,,1016.9,
509,2022-05-25,58.8,52.0,68.0,0.0,,304.0,4.1,,1014.1,
510,2022-05-26,64.4,51.1,75.0,0.0,,342.0,3.0,,1011.0,
511,2022-05-27,59.4,52.0,66.0,0.291,,238.0,10.0,,1010.4,
512,2022-05-28,55.6,50.0,61.0,0.0,,173.0,6.1,,1007.1,
513,2022-05-29,54.7,48.9,63.0,0.681,,300.0,3.5,,1006.1,
514,2022-05-30,53.1,46.9,64.9,0.232,,337.0,3.4,,1016.4,
515,2022-05-31,59.0,45.0,72.0,0.0,,5.0,3.1,,1020.6,
516,2022-06-01,62.8,50.0,73.9,0.012,,359.0,2.4,,1017.0,
517,2022-06-02,67.8,55.9,81.0,0.0,,38.0,4.1,,1011.2,
518,2022-06-03,63.1,57.0,73.9,0.374,,9.0,2.4,,1007.3,
519,2022-06-04,55.4,50.0,60.1,0.335,,293.0,3.2,,1009.2,
520,2022-06-05,58.5,50.0,71.1,0.925,,54.0,4.9,,1006.9,
521,2022-06-06,59.4,51.1,68.0,0.0,,250.0,7.3,,1014.8,
522,2022-06-07,62.1,48.9,73.9,0.0,,355.0,3.4,,1016.9,
523,2022-06-08,65.3,57.9,75.9,0.012,,337.0,6.4,,1013.2,
524,2022-06-09,64.0,54.0,72.0,0.039,,45.0,3.5,,1012.9,
525,2022-06-10,61.9,55.9,68.0,0.276,,280.0,5.8,,1012.9,
526,2022-06-11,63.0,57.0,72.0,0.205,,251.0,7.3,,1010.1,
527,2022-06-12,61.3,52.0,69.1,0.35,,255.0,5.6,,1004.6,
528,2022-06-13,48.9,46.9,51.1,1.197,,221.0,10.6,,1009.3,
529,2022-06-14,51.8,44.1,57.9,0.0,,245.0,10.1,,1014.9,
530,2022-06-15,59.7,48.0,72.0,0.0,,252.0,5.8,,1015.5,
531,2022-06-16,63.7,53.1,73.9,0.0,,340.0,4.8,,1008.7,
532,2022-06-17,65.3,55.0,73.0,0.0,,280.0,5.3,,1003.6,
533,2022-06-18,57.6,53.1,64.0,0.02,,237.0,7.5,,1011.5,
534,2022-06-19,56.1,51.1,64.0,0.102,,281.0,4.0,,1017.3,
535,2022-06-20,59.9,53.1,71.1,0.154,,283.0,5.5,,1020.5,
536,2022-06-21,66.4,53.1,78.1,0.0,,292.0,6.0,,1023.2,
537,2022-06-22,70.2,55.9,81.0,0.0,,257.0,7.3,,1015.2,
538,2022-06-23,64.9,54.0,73.0,0.0,,275.0,6.1,,1013.9,
539,2022-06-24,64.4,55.0,73.9,0.0,,341.0,4.1,,1019.8,
540,2022-06-25,66.6,50.0,82.0,0.0,,25.0,3.7,,1024.1,
541,2022-06-26,70.2,52.0,87.1,0.0,,6.0,2.4,,1020.5,
542,2022-06-27,74.3,53.1,93.9,0.0,,13.0,1.7,,1015.5,
543,2022-06-28,74.5,61.0,88.0,0.0,,261.0,10.1,,1011.5,
544,2022-06-29,66.4,55.9,77.0,0.0,,256.0,8.0,,1016.9,
545,2022-06-30,69.3,55.0,82.0,0.0,,8.0,1.7,,1017.1,
546,2022-07-01,71.1,54.0,84.9,0.0,,347.0,1.9,,1013.3,
547,2022-07-02,73.8,55.9,88.0,0.0,,4.0,3.2,,1009.3,
548,2022-07-03,66.6,59.0,73.0,0.11,,342.0,4.7,,1008.5,
549,2022-07-04,60.1,57.0,68.0,0.161,,10.0,3.8,,1013.2,
550,2022-07-05,66.9,50.0,81.0,0.0,,5.0,2.7,,1013.6,
551,2022-07-06,70.0,59.0,82.0,0.161,,1.0,2.2,,1011.3,
552,2022-07-07,70.0,62.1,80.1,0.0,,330.0,3.2,,1014.1,
553,2022-07-08,71.1,60.1,82.0,0.0,,340.0,3.4,,1016.3,
554,2022-07-09,71.1,57.0,82.0,0.0,,301.0,5.8,,1017.2,
555,2022-07-10,69.8,60.1,81.0,0.0,,254.0,6.5,,1021.3,
556,2022-07-11,73.0,57.9,89.1,0.0,,5.0,1.7,,1020.3,
557,2022-07-12,77.0,57.0,93.0,0.0,,356.0,2.6,,1011.1,
558,2022-07-13,77.4,64.9,91.0,0.055,,301.0,5.0,,1009.3,
559,2022-07-14,74.8,60.1,89.1,0.0,,34.0,4.3,,1013.5,
560,2022-07-15,73.2,57.9,91.0,0.0,,17.0,4.3,,1013.6,
561,2022-07-16,76.6,62.1,90.0,0.0,,344.0,5.2,,1013.2,
562,2022-07-17,74.5,64.9,84.9,0.0,,205.0,7.7,,1010.6,
563,2022-07-18,67.3,55.0,80.1,0.0,,216.0,9.0,,1015.0,
564,2022-07-19,73.4,54.0,89.1,0.0,,15.0,5.0,,1015.7,
565,2022-07-20,77.0,60.1,93.9,0.0,,315.0,5.7,,1014.8,
566,2022-07-21,77.9,62.1,93.9,0.0,,19.0,6.2,,1012.7,
567,2022-07-22,75.6,61.0,89.1,0.0,,237.0,7.8,,1011.1,
568,2022-07-23,74.5,57.9,89.1,0.0,,358.0,3.2,,1013.6,
569,2022-07-24,77.0,59.0,93.9,0.0,,3.0,2.8,,1014.8,
570,2022-07-25,78.8,61.0,96.1,0.0,,354.0,2.5,,1012.3,
571,2022-07-26,81.0,62.1,98.1,0.0,,5.0,2.5,,1011.6,
572,2022-07-27,81.9,64.9,99.0,0.0,,5.0,2.2,,1012.8,
573,2022-07-28,84.7,66.0,102.9,0.0,,15.0,3.4,,1011.7,
574,2022-07-29,84.4,68.0,100.9,0.0,,354.0,4.1,,1009.8,
575,2022-07-30,82.4,62.1,102.9,0.0,,10.0,3.5,,1010.3,
576,2022-07-31,82.4,62.1,104.0,0.0,,352.0,3.1,,1010.1,
577,2022-08-01,81.1,64.9,98.1,0.0,,279.0,7.1,,1009.0,
578,2022-08-02,79.0,66.0,91.0,0.0,,250.0,9.0,,1010.5,
579,2022-08-03,77.9,63.0,93.0,0.0,,235.0,8.3,,1009.4,
580,2022-08-04,72.7,59.0,82.0,0.0,,242.0,9.9,,1009.7,
581,2022-08-05,67.5,51.1,81.0,0.0,,358.0,3.1,,1014.1,
582,2022-08-06,69.4,52.0,86.0,0.0,,346.0,2.1,,1015.8,
583,2022-08-07,73.8,55.9,93.0,0.0,,10.0,2.9,,1017.1,
584,2022-08-08,77.7,59.0,98.1,0.0,,12.0,3.0,,1013.6,
585,2022-08-09,78.4,61.0,93.9,0.0,,11.0,3.1,,1012.7,
586,2022-08-10,83.1,73.9,93.9,0.0,,34.0,4.4,,1013.8,
587,2022-08-11,80.2,66.9,96.1,0.0,,10.0,2.6,,1015.0,
588,2022-08-12,79.2,63.0,96.1,0.0,,32.0,4.6,,1012.5,
589,2022-08-13,73.2,64.0,84.0,0.0,,253.0,6.2,,1016.2,
590,2022-08-14,72.9,57.9,88.0,0.0,,4.0,3.9,,1017.1,
591,2022-08-15,73.8,55.0,91.9,0.0,,8.0,2.1,,1015.5,
592,2022-08-16,76.3,57.9,95.0,0.0,,4.0,2.4,,1014.6,
593,2022-08-17,79.2,59.0,100.0,0.0,,9.0,2.5,,1015.3,
594,2022-08-18,79.9,60.1,100.9,0.0,,4.0,3.3,,1012.6,
595,2022-08-19,80.1,66.0,95.0,0.0,,1.0,0.6,,1008.7,
596,2022-08-20,81.0,66.9,93.9,0.0,,16.0,1.9,,1009.8,
597,2022-08-21,79.3,64.9,95.0,0.0,,338.0,3.3,,1013.3,
598,2022-08-22,72.5,60.1,90.0,0.0,,10.0,1.6,,1015.7,
599,2022-08-23,74.3,59.0,89.1,0.0,,9.0,3.0,,1013.6,
600,2022-08-24,76.5,61.0,91.0,0.0,,24.0,4.8,,1012.1,
601,2022-08-25,74.8,64.0,89.1,0.0,,359.0,4.2,,1013.2,
602,2022-08-26,75.0,59.0,90.0,0.0,,319.0,6.3,,1009.4,
603,2022-08-27,70.2,63.0,78.1,0.0,,246.0,10.0,,1006.8,
604,2022-08-28,64.0,48.9,78.1,0.0,,334.0,3.3,,1013.3,
605,2022-08-29,69.1,50.0,88.0,0.0,,21.0,2.1,,1016.9,
606,2022-08-30,73.9,55.0,93.0,0.0,,356.0,1.4,,1017.0,
607,2022-08-31,78.4,57.0,102.9,0.0,,9.0,3.1,,1012.9,
608,2022-09-01,78.6,64.9,93.9,0.0,,327.0,5.0,,1012.7,
609,2022-09-02,77.2,57.0,98.1,0.0,,19.0,2.3,,1012.8,
610,2022-09-03,69.8,60.1,81.0,0.091,,0.0,3.5,,1012.7,
611,2022-09-04,70.2,55.9,86.0,0.0,,351.0,5.1,,1015.5,
612,2022-09-05,68.5,57.0,81.0,0.0,,276.0,5.5,,1016.2,
613,2022-09-06,67.6,48.9,90.0,0.0,,2.0,1.9,,1016.6,
614,2022-09-07,70.7,52.0,89.1,0.0,,328.0,5.8,,1014.1,
615,2022-09-08,64.8,48.9,78.1,0.0,,335.0,3.7,,1016.8,
616,2022-09-09,62.6,46.9,78.1,0.0,,23.0,3.5,,1017.4,
617,2022-09-10,63.5,45.0,82.0,0.0,,11.0,1.1,,1017.2,
618,2022-09-11,63.7,48.0,82.0,0.0,,23.0,2.5,,1017.6,
619,2022-09-12,66.0,53.1,80.1,0.0,,4.0,1.3,,1013.5,
620,2022-09-13,66.4,52.0,82.0,0.0,,0.0,1.4,,1008.8,
621,2022-09-14,64.6,55.9,72.0,0.043,,331.0,2.9,,1010.9,
622,2022-09-15,61.7,50.0,75.0,0.0,,5.0,1.7,,1014.6,
623,2022-09-16,62.1,51.1,71.1,0.0,,232.0,6.0,,1013.5,
624,2022-09-17,58.6,44.1,71.1,0.0,,5.0,3.0,,1010.0,
625,2022-09-18,62.6,50.0,73.9,0.024,,355.0,1.0,,1007.5,
626,2022-09-19,63.7,48.9,77.0,0.0,,341.0,3.7,,1010.6,
627,2022-09-20,62.6,45.0,75.9,0.0,,20.0,5.6,,1015.8,
628,2022-09-21,63.7,46.9,79.0,0.0,,18.0,2.9,,1013.0,
629,2022-09-22,62.2,53.1,73.0,0.134,,238.0,7.3,,1012.0,
630,2022-09-23,59.4,50.0,70.0,0.0,,202.0,5.8,,1018.5,
631,2022-09-24,60.8,46.0,78.1,0.0,,10.0,2.1,,1022.6,
632,2022-09-25,62.2,46.9,81.0,0.0,,0.0,0.6,,1023.1,
633,2022-09-26,65.1,48.0,87.1,0.0,,17.0,1.9,,1018.3,
634,2022-09-27,67.8,48.9,91.0,0.0,,16.0,1.8,,1013.0,
635,2022-09-28,66.0,53.1,81.0,0.0,,336.0,3.0,,1012.4,
636,2022-09-29,57.0,54.0,63.0,0.858,,308.0,3.8,,1017.5,
637,2022-09-30,57.9,53.1,66.9,0.0,,5.0,0.6,,1021.0,
638,2022-10-01,61.7,48.9,79.0,0.0,,24.0,2.9,,1018.3,
639,2022-10-02,62.4,50.0,78.1,0.0,,4.0,3.0,,1016.5,
640,2022-10-03,62.4,50.0,80.1,0.0,,17.0,1.9,,1020.0,
641,2022-10-04,61.9,48.0,82.0,0.0,,14.0,1.6,,1019.0,
642,2022-10-05,60.8,48.0,79.0,0.0,,19.0,2.1,,1021.1,
643,2022-10-06,61.3,46.9,81.0,0.0,,0.0,0.6,,1023.0,
644,2022-10-07,61.3,48.0,78.1,0.0,,358.0,0.7,,1023.9,
645,2022-10-08,58.8,46.0,75.9,0.0,,11.0,1.4,,1022.6,
646,2022-10-09,58.3,45.0,77.0,0.0,,5.0,1.1,,1021.0,
647,2022-10-10,60.4,45.0,75.0,0.0,,299.0,6.0,,1012.9,
648,2022-10-11,58.5,46.0,73.0,0.0,,342.0,3.2,,1018.0,
649,2022-10-12,57.2,43.0,75.0,0.0,,350.0,2.3,,1024.3,
650,2022-10-13,54.1,42.1,72.0,0.0,,11.0,1.7,,1023.9,
651,2022-10-14,55.0,42.1,73.0,0.0,,357.0,1.4,,1018.0,
652,2022-10-15,57.6,45.0,77.0,0.0,,11.0,2.7,,1019.9,
653,2022-10-16,55.9,42.1,77.0,0.0,,6.0,1.2,,1020.7,
654,2022-10-17,54.7,42.1,75.0,0.0,,7.0,0.9,,1020.5,
655,2022-10-18,53.8,41.0,73.0,0.0,,18.0,1.5,,1024.0,
656,2022-10-19,52.5,39.0,71.1,0.0,,12.0,2.2,,1026.1,
657,2022-10-20,51.1,39.9,64.0,0.0,,359.0,1.1,,1016.2,
658,2022-10-21,46.9,41.0,53.1,0.283,,270.0,5.4,,1006.3,
659,2022-10-22,43.3,37.0,48.9,0.02,,328.0,2.7,,1002.3,
660,2022-10-23,43.0,36.0,51.1,0.0,,342.0,3.0,,1016.3,
661,2022-10-24,42.8,39.0,45.0,0.154,,194.0,5.3,,1015.3,
662,2022-10-25,43.9,37.9,50.0,0.0,,263.0,5.0,,1017.2,
663,2022-10-26,43.5,39.0,46.9,0.11,,257.0,4.2,,1014.1,
664,2022-10-27,46.2,37.9,55.0,0.0,,188.0,9.4,,1019.2,
665,2022-10-28,50.5,43.0,55.9,0.0,,137.0,6.6,,1019.4,
666,2022-10-29,47.1,39.9,57.0,0.0,,350.0,3.0,,1024.3,
667,2022-10-30,51.8,45.0,57.9,0.0,,226.0,8.6,,1018.3,
668,2022-10-31,52.7,48.9,55.0,0.055,,222.0,9.1,,1008.2,
669,2022-11-01,42.3,39.0,48.9,0.756,,330.0,2.7,,1003.8,
